省份编码,省份,年份,普通高等学校数(所),普通高等学校招生数(万人),普通高等学校本科招生数(万人),普通高等学校专科招生数(万人),普通高等学校在校学生数(万人),普通高等学校本科在校学生数(万人),普通高等学校专科在校学生数(万人),普通高等学校预计毕业生数(万人),普通高等学校本科预计毕业生数(万人),普通高等学校专科预计毕业生数(万人),普通高等学校毕(结)业生数(万人),普通高等学校本科毕(结)业生数(万人),普通高等学校专科毕(结)业生数(万人),普通高等学校本专科授予学位数(万人)
320000,江苏省,2006,116.0,41.3712,19.0585,22.3127,130.6181,70.9884,59.6297,32.6556,15.459,17.1966,25.7296,12.6203,13.1093,10.8957
320000,江苏省,2005,114.0,36.1479,18.2726,17.8753,115.9795,64.0335,51.946,27.0178,13.074,13.9438,22.9679,11.9375,11.0304,9.9052
320000,江苏省,2004,112.0,31.3649,,,99.4808,,,,,,19.74,,,
320000,江苏省,2003,94.0,25.6595,,,85.9674,,,,,,13.7048,,,
320000,江苏省,2002,93.0,22.288,,,70.02,,,,,,10.4079,,,
320000,江苏省,2001,73.0,21.5734,,,58.5528,,,,,,7.9838,,,
320000,江苏省,2000,69.0,17.2491,,,45.1844,,,,,,7.5643,,,
330000,浙江省,2019,108.0,30.0579,15.1634,14.8945,107.4688,63.6152,43.8536,29.6714,16.0277,13.6437,28.3396,15.1734,13.1662,15.0481
330000,浙江省,2018,108.0,26.7993,15.0858,11.7135,101.9449,62.4707,39.4742,29.7011,16.0982,13.6029,28.0634,14.9271,13.1363,14.7887
330000,浙江省,2017,107.0,25.5635,14.6183,10.9452,100.2346,61.6276,38.607,29.3532,15.7909,13.5623,27.658,14.6131,13.0449,14.4446
330000,浙江省,2016,107.0,25.7892,14.5368,11.2524,99.6143,61.0706,38.5437,28.7237,15.3876,13.3361,27.3342,14.6241,12.7101,14.4075
330000,浙江省,2015,105.0,26.4434,14.7966,11.6468,99.1149,60.8378,38.2771,28.3352,15.2579,13.0773,26.3981,14.0318,12.3663,13.7344
330000,浙江省,2014,104.0,26.7874,14.8487,11.9387,97.8216,59.9978,37.8238,27.304,14.6082,12.6958,25.3708,13.4219,11.9489,13.1611
330000,浙江省,2013,102.0,26.8946,14.7532,12.1414,95.9629,58.741,37.2219,26.2539,13.9796,12.2743,24.486,12.8186,11.6674,12.5495
330000,浙江省,2012,102.0,26.9127,14.9106,12.0021,93.2292,56.9188,36.3104,25.2074,11.8903,13.3171,24.7537,12.6222,12.1315,12.3478
330000,浙江省,2011,102.0,26.7493,14.2387,12.5106,90.7482,54.6291,36.1191,25.3883,13.0679,12.3204,23.8448,11.6841,12.1607,11.3238
330000,浙江省,2010,101.0,25.3562,13.8886,11.4676,88.4867,52.2172,36.2695,24.5408,12.1403,12.4005,23.3741,10.8865,12.4876,10.4227
330000,浙江省,2009,99.0,25.2503,13.2758,11.9745,86.6496,49.6068,37.0428,24.0199,11.3199,12.7,21.8226,9.9008,11.9218,9.4627
330000,浙江省,2008,98.0,24.533,12.7966,11.7364,83.2224,46.6909,36.5315,22.4926,10.3413,12.1513,20.3203,8.9838,11.3365,8.4616
330000,浙江省,2007,73.0,23.0687,12.012,11.0567,77.7982,43.1096,34.6886,21.0595,9.4564,11.6031,18.3863,7.8487,10.5376,7.3503
330000,浙江省,2006,68.0,23.4584,11.1278,12.3306,71.9869,39.3212,32.6657,19.1118,8.3184,10.7934,16.2531,6.751,9.5021,6.316
330000,浙江省,2005,68.0,19.7896,10.0359,9.7537,65.1307,34.9599,30.1708,16.8166,7.1237,9.6929,13.3051,5.4584,7.8467,4.8336
330000,浙江省,2004,67.0,18.2847,,,57.2759,,,,,,10.3123,,,
330000,浙江省,2003,64.0,16.8167,,,48.4135,,,,,,7.8685,,,
330000,浙江省,2002,61.0,15.247,,,39.31,,,,,,4.8431,,,
330000,浙江省,2001,39.0,12.0195,,,29.3078,,,,,,3.723,,,
330000,浙江省,2000,35.0,7.7608,,,19.2371,,,,,,3.2477,,,
340000,安徽省,2019,120.0,40.0798,16.605,23.4748,124.1151,67.9883,56.1268,33.3023,16.9938,16.3085,32.1623,15.7643,16.398,15.6221
340000,安徽省,2018,119.0,30.699,16.3886,14.3104,113.9112,66.4949,47.4163,32.7903,16.2461,16.5442,33.5182,15.4074,18.1108,15.2293
340000,安徽省,2017,119.0,30.7187,16.0385,14.6802,114.7401,64.9355,49.8046,34.2659,15.7679,18.498,32.2786,15.2059,17.0727,15.031
340000,安徽省,2016,119.0,30.7395,16.0469,14.6926,114.5007,63.8702,50.6305,32.854,15.5487,17.3053,30.8025,14.7112,16.0913,14.4898
340000,安徽省,2015,119.0,32.6492,15.7618,16.8874,113.0748,62.3547,50.7201,31.392,15.016,16.376,29.2469,14.1294,15.1175,13.8138
340000,安徽省,2014,118.0,31.0302,15.2276,15.8026,108.0545,60.504,47.5505,29.6325,14.3683,15.2642,29.9877,13.3251,16.6626,13.03
340000,安徽省,2013,117.0,29.6557,14.9012,14.7545,105.2123,58.3089,46.9034,30.3343,13.5437,16.7906,28.0106,12.1965,15.8141,11.9565
340000,安徽省,2012,118.0,28.6246,14.438,14.1866,102.3033,55.2299,47.0734,28.3626,15.9641,12.3985,26.5477,11.4858,15.0619,11.2828
340000,安徽省,2011,115.0,30.8035,13.8851,16.9184,99.1267,51.86,47.2667,26.832,11.6243,15.2077,25.6135,10.5891,15.0244,10.3187
340000,安徽省,2010,111.0,28.7585,13.5461,15.2124,93.8954,48.2387,45.6567,25.8712,10.7316,15.1396,23.2225,9.0398,14.1827,8.1841
340000,安徽省,2009,106.0,26.7936,12.4153,14.3783,87.7782,43.9285,43.8497,23.5642,9.222,14.3422,20.5749,8.2717,12.3032,7.9083
340000,安徽省,2008,104.0,25.3183,11.2099,14.1084,80.8276,39.9296,40.898,20.7775,8.3682,12.4093,19.112,7.4911,11.6209,6.9746
340000,安徽省,2007,89.0,23.6884,10.7928,12.8956,73.0546,36.0329,37.0217,19.5214,7.6621,11.8593,18.1209,6.5806,11.5403,5.9267
340000,安徽省,2006,83.0,21.7373,8.9347,12.8026,66.3684,31.9721,34.3963,18.4097,6.6777,11.732,14.4183,5.8029,8.6154,5.2427
340000,安徽省,2005,81.0,19.869,8.0486,11.8204,58.9075,28.6655,30.242,14.522,5.9561,8.5659,11.6958,4.8178,6.878,4.24
340000,安徽省,2004,81.0,17.8979,,,50.129,,,,,,8.84,,,
340000,安徽省,2003,73.0,14.2361,,,41.0041,,,,,,6.5685,,,
340000,安徽省,2002,61.0,12.248,,,33.01,,,,,,4.4318,,,
340000,安徽省,2001,52.0,9.7859,,,25.2226,,,,,,3.4388,,,
340000,安徽省,2000,42.0,8.0204,,,19.1824,,,,,,2.983,,,
350000,福建省,2019,90.0,28.118,12.8447,15.2733,86.1231,51.8096,34.3135,21.4104,12.8545,8.5559,20.0169,12.1645,7.8524,12.1306
350000,福建省,2018,89.0,22.1725,12.5233,9.6492,77.2361,50.5489,26.6872,21.1941,12.8635,8.3306,20.4271,12.0998,8.3273,12.049
350000,福建省,2017,89.0,20.0005,11.9024,8.0981,75.0987,49.744,25.3547,21.5351,12.7389,8.7962,20.4417,12.1774,8.2643,12.0803
350000,福建省,2016,88.0,19.774,11.7999,7.9741,75.6392,49.9185,25.7207,21.5419,12.7992,8.7427,19.9465,11.201,8.7455,11.0819
350000,福建省,2015,88.0,20.668,12.1701,8.4979,75.8452,49.1779,26.6673,20.9871,11.7617,9.2254,19.4652,10.9789,8.4863,10.9028
350000,福建省,2014,88.0,20.8383,12.0555,8.7828,74.848,47.7753,27.0727,20.365,11.4131,8.9519,19.0144,10.2431,8.7713,10.1708
350000,福建省,2013,87.0,21.3564,12.1637,9.1927,73.051,45.7241,27.3269,19.6815,10.6147,9.0668,18.723,9.445,9.278,9.3714
350000,福建省,2012,86.0,20.12,11.2217,8.8983,70.1392,42.5131,27.6261,19.2804,9.4931,9.7873,17.8492,8.8638,8.9854,8.775
350000,福建省,2011,85.0,20.1449,10.64,9.5049,67.4779,39.6093,27.8686,18.303,9.1533,9.1497,17.3702,7.9432,9.427,7.9428
350000,福建省,2010,84.0,19.8746,10.3865,9.4881,64.7774,36.5516,28.2258,17.8637,8.2609,9.6028,15.3449,7.1708,8.1741,6.7014
350000,福建省,2009,84.0,18.7311,9.5953,9.1358,60.6284,33.6813,26.9471,15.8329,7.5094,8.3235,14.2814,6.6158,7.6656,6.4885
350000,福建省,2008,81.0,17.9137,8.5436,9.3701,56.2595,30.925,25.3345,14.7254,6.8803,7.8451,13.0379,5.5287,7.5092,5.389
350000,福建省,2007,72.0,16.1481,8.1208,8.0273,50.9482,27.8032,23.145,13.4903,5.8251,7.6652,11.4073,4.7672,6.6401,4.6385
350000,福建省,2006,63.0,14.8552,7.1286,7.7266,46.1341,24.6806,21.4535,11.6953,5.0043,6.691,9.4979,3.283,6.2149,3.1337
350000,福建省,2005,53.0,14.6657,6.4964,8.1693,40.6996,20.64,20.0596,9.6897,3.4942,6.1955,6.4792,2.713,3.7662,2.5381
350000,福建省,2004,53.0,11.9908,,,32.5727,,,,,,5.28,,,
350000,福建省,2003,39.0,10.6715,,,25.7417,,,,,,4.7792,,,
350000,福建省,2002,33.0,6.8949,,,19.73,,,,,,3.6775,,,
350000,福建省,2001,32.0,5.9459,,,16.7377,,,,,,2.8449,,,
350000,福建省,2000,28.0,5.3267,,,13.7859,,,,,,2.4307,,,
360000,江西省,2019,103.0,35.9431,14.5706,21.3725,113.495,56.8044,56.6906,31.2027,13.6353,17.5674,30.3308,12.2933,18.0375,12.2166
360000,江西省,2018,102.0,29.6321,14.1845,15.4476,105.44,54.4906,50.9494,30.6678,12.5416,18.1262,31.0976,12.6875,18.4101,12.5677
360000,江西省,2017,100.0,28.8453,13.4856,15.3597,104.8289,53.0546,51.7743,31.3527,12.899,18.4537,29.5985,12.2575,17.341,12.1204
360000,江西省,2016,98.0,29.598,13.5137,16.0843,103.8951,51.8949,52.0002,29.9797,12.523,17.4567,25.6369,12.1461,13.4908,11.8749
360000,江西省,2015,97.0,28.6796,12.383,16.2966,98.4489,50.6759,47.773,26.1369,12.413,13.7239,23.4541,11.497,11.9571,11.2458
360000,江西省,2014,95.0,28.3187,12.683,15.6357,91.6415,49.7642,41.8773,23.9613,11.704,12.2573,24.0289,11.1412,12.8877,10.9318
360000,江西省,2013,92.0,24.7389,12.2658,12.4731,86.1849,48.1211,38.0638,24.452,11.3694,13.0826,24.0601,10.102,13.9581,9.8642
360000,江西省,2012,88.0,23.7734,12.1441,11.6293,85.1119,45.8454,39.2665,24.6056,14.3013,10.3043,23.2048,9.3985,13.8063,9.2061
360000,江西省,2011,86.0,24.6027,11.3835,13.2192,82.8599,42.86,39.9999,23.3187,9.5994,13.7193,22.5802,8.5014,14.0788,8.2914
360000,江西省,2010,85.0,24.8494,11.5635,13.2859,81.6484,39.8888,41.7596,23.2477,8.7077,14.54,22.5943,8.1573,14.437,7.6482
360000,江西省,2009,85.0,23.8921,10.3897,13.5024,79.3488,36.6922,42.6566,22.8163,8.3306,14.4857,21.3303,8.1519,13.1784,7.7595
360000,江西省,2008,82.0,23.214,9.1833,14.0307,76.4182,34.6725,41.7457,21.6918,8.4445,13.2473,26.4549,6.7695,19.6854,6.3332
360000,江西省,2007,66.0,22.7782,8.7817,13.9965,78.1686,31.8729,46.2957,26.9926,6.902,20.0906,21.8965,6.1203,15.7762,5.4498
360000,江西省,2006,66.0,22.7432,7.7858,14.9574,77.0525,29.3429,47.7096,21.4411,6.3062,15.1349,14.1085,4.9437,9.1648,4.5428
360000,江西省,2005,67.0,20.7882,7.9475,12.8407,64.6086,26.3015,38.3071,14.3335,5.0907,9.2428,9.7781,4.2361,5.542,3.8117
360000,江西省,2004,66.0,18.7999,,,48.9854,,,,,,6.5386,,,
360000,江西省,2003,54.0,14.1571,,,35.8622,,,,,,4.7167,,,
360000,江西省,2002,47.0,10.4618,,,26.63,,,,,,3.5047,,,
360000,江西省,2001,33.0,7.6037,,,19.6455,,,,,,2.7602,,,
360000,江西省,2000,32.0,5.7921,,,14.8589,,,,,,2.5903,,,
370000,山东省,2019,146.0,66.3148,26.4636,39.8512,218.3944,110.1805,108.2139,61.7503,28.2908,33.4595,57.798,24.4719,33.3261,24.2749
370000,山东省,2018,145.0,55.3743,25.8168,29.5575,204.0793,106.8178,97.2615,59.2887,25.4321,33.8566,58.5871,23.9609,34.6262,23.832
370000,山东省,2017,145.0,54.8479,26.2937,28.5542,201.5345,103.6819,97.8526,59.9314,24.8133,35.1181,57.122,24.5517,32.5703,24.21
370000,山东省,2016,144.0,55.5211,26.2746,29.2465,199.588,100.939,98.649,58.4293,25.2214,33.2079,50.9142,23.6551,27.2591,23.2497
370000,山东省,2015,143.0,54.0809,23.6952,30.3857,190.0612,97.5856,92.4756,52.0417,24.2723,27.7694,47.4195,22.7503,24.6692,22.3932
370000,山东省,2014,141.0,53.3622,23.3809,29.9813,179.6665,96.0951,83.5714,48.4335,23.2438,25.1897,46.4076,21.546,24.8616,21.5907
370000,山东省,2013,139.0,49.1557,23.7463,25.4094,169.8545,93.548,76.3065,47.2405,21.894,25.3465,47.5858,21.1661,26.4197,20.9249
370000,山东省,2012,136.0,46.6695,23.1536,23.5159,165.849,90.1291,75.7199,48.2579,26.7351,21.5228,47.4266,20.559,26.8676,20.3309
370000,山东省,2011,138.0,48.0753,22.4047,25.6706,164.5589,86.6358,77.9231,47.9119,20.8738,27.0381,47.2882,17.9289,29.3593,17.6331
370000,山东省,2010,132.0,47.5212,22.0622,25.459,163.1373,80.7484,82.3889,47.7435,18.207,29.5365,44.4003,18.2722,26.1281,17.6377
370000,山东省,2009,126.0,46.9097,20.079,26.8307,159.2974,75.7529,83.5445,45.1955,18.539,26.6565,43.1598,17.9997,25.1601,16.9696
370000,山东省,2008,125.0,46.5593,18.497,28.0623,153.4009,72.8474,80.5535,43.4601,18.1963,25.2638,41.1143,17.016,24.0983,16.2167
370000,山东省,2007,110.0,41.7544,17.1474,24.607,144.0378,68.8816,75.1562,41.6422,17.3158,24.3264,35.5735,16.6901,18.8834,15.6924
370000,山东省,2006,108.0,42.222,15.8887,26.3333,133.8122,67.3439,66.4683,35.6429,16.868,18.7749,26.8384,12.3988,14.4396,11.8526
370000,山东省,2005,99.0,40.0573,13.8521,26.2052,117.1284,58.9829,58.1455,27.5077,12.4859,15.0218,22.4611,10.1436,12.3175,9.5453
370000,山东省,2004,97.0,32.7452,,,94.6124,,,,,,16.6959,,,
370000,山东省,2003,85.0,27.3894,,,76.1417,,,,,,11.7253,,,
370000,山东省,2002,75.0,21.8719,,,58.36,,,,,,9.4697,,,
370000,山东省,2001,65.0,18.3553,,,44.936,,,,,,6.9583,,,
370000,山东省,2000,47.0,13.5185,,,32.5317,,,,,,5.8355,,,
410000,河南省,2019,141.0,69.6654,28.7338,40.9316,231.9653,119.7185,112.2468,65.0451,30.8388,34.2063,59.3363,27.6666,31.6697,27.3111
410000,河南省,2018,139.0,62.224,27.9947,34.2293,214.078,114.0778,100.0002,60.6846,28.3258,32.3588,55.9882,26.2013,29.7869,25.7927
410000,河南省,2017,134.0,56.9361,25.8032,31.1329,200.4662,107.7108,92.7554,57.0592,26.7607,30.2985,50.4119,25.3804,25.0315,24.9042
410000,河南省,2016,129.0,55.0127,25.6193,29.3934,187.4752,103.4237,84.0515,51.4968,25.9373,25.5595,48.685,24.2816,24.4034,23.8011
410000,河南省,2015,129.0,51.4726,24.1712,27.3014,176.6869,99.5493,77.1376,49.5601,24.8658,24.6943,46.5782,22.2696,24.3086,21.7928
410000,河南省,2014,129.0,47.4235,23.5486,23.8749,167.9744,95.5201,72.4543,47.167,22.5882,24.5788,44.5252,20.8915,23.6337,20.5186
410000,河南省,2013,127.0,46.6695,23.5931,23.0764,161.832,91.0156,70.8164,44.7026,20.9613,23.7413,45.0194,18.4178,26.6016,18.0755
410000,河南省,2012,120.0,45.5289,22.5728,22.9561,155.9025,83.708,72.1945,44.7586,26.0765,18.6821,43.5308,16.7801,26.7507,16.5295
410000,河南省,2011,117.0,44.885,20.3911,24.4939,150.0142,75.8761,74.1381,43.6815,17.0263,26.6552,43.2994,15.4,27.8994,15.072
410000,河南省,2010,107.0,45.7122,21.1337,24.5785,145.673,68.7181,76.9549,42.7752,15.4976,27.2776,38.2486,13.7571,24.4915,12.7749
410000,河南省,2009,99.0,42.991,18.381,24.61,136.8813,61.6098,75.2715,38.4799,13.8629,24.617,33.4115,12.7657,20.6458,12.3165
410000,河南省,2008,94.0,39.6818,15.0372,24.6446,125.0204,56.5824,68.438,33.8244,13.0773,20.7471,30.2492,11.4808,18.7684,10.9737
410000,河南省,2007,82.0,33.6481,14.4131,19.235,109.5195,50.7006,58.8189,30.1185,11.5039,18.6146,26.7225,9.7164,17.0061,9.2116
410000,河南省,2006,84.0,31.7051,12.3446,19.3605,97.4096,44.9914,52.4182,27.0131,9.9535,17.0596,20.2144,7.8628,12.3516,7.3163
410000,河南省,2005,83.0,27.7578,10.6193,17.1385,85.1864,38.9447,46.2417,20.5425,8.0347,12.5078,16.5159,6.1827,10.3332,5.4979
410000,河南省,2004,82.0,25.7356,,,70.2846,,,,,,13.43,,,
410000,河南省,2003,71.0,19.0214,,,55.724,,,,,,10.8975,,,
410000,河南省,2002,65.0,16.6084,,,46.8,,,,,,7.1226,,,
410000,河南省,2001,64.0,14.013,,,36.9149,,,,,,4.612,,,
410000,河南省,2000,52.0,12.2896,,,27.3404,,,,,,4.5709,,,
420000,湖北省,2019,128.0,43.5431,21.7367,21.8064,150.0819,89.3499,60.732,40.9895,22.3087,18.6808,38.3673,20.7828,17.5845,20.3713
420000,湖北省,2018,128.0,40.6772,21.4554,19.2218,143.8242,87.6771,56.1471,39.5368,21.5663,17.9705,37.5447,20.3965,17.1482,19.9243
420000,湖北省,2017,129.0,39.41,21.3037,18.1063,140.0918,86.3408,53.751,38.7197,21.1687,17.551,39.4897,21.2847,18.205,20.7659
420000,湖北省,2016,128.0,39.0697,21.275,17.7947,140.184,86.0578,54.1262,40.6081,21.9946,18.6135,39.4158,21.6203,17.7955,21.1325
420000,湖北省,2015,126.0,38.5353,20.7692,17.7661,141.0567,86.376,54.6807,40.3662,22.2652,18.101,38.9206,20.9246,17.996,20.4823
420000,湖北省,2014,123.0,39.314,20.383,18.931,141.9699,86.4875,55.4824,39.7135,21.4485,18.265,39.0921,19.8066,19.2855,19.3963
420000,湖北省,2013,123.0,39.8854,21.522,18.3634,142.1434,85.7489,56.3945,39.6887,20.0997,19.589,36.1572,18.0278,18.1294,17.6401
420000,湖北省,2012,122.0,40.2055,21.6929,18.5126,138.6086,82.0973,56.5113,36.5847,18.3003,18.2844,35.3014,16.8054,18.496,16.4009
420000,湖北省,2011,122.0,40.9497,21.0951,19.8546,134.0298,77.086,56.9438,35.7818,17.0124,18.7694,36.2991,15.7555,20.5436,14.9843
420000,湖北省,2010,120.0,38.7612,20.2498,18.5114,129.692,71.6184,58.0736,36.6247,15.8915,20.7332,33.1303,14.8906,18.2397,13.842
420000,湖北省,2009,120.0,37.3333,18.2594,19.0739,124.9061,66.5174,58.3887,33.6823,15.1599,18.5224,32.8202,15.0085,17.8117,13.9266
420000,湖北省,2008,118.0,35.4335,16.7707,18.6628,118.4915,63.522,54.9695,33.0122,15.2073,17.8049,35.1854,15.0651,20.1203,13.633
420000,湖北省,2007,86.0,32.5803,15.7779,16.8024,116.3686,61.4087,54.9599,34.8546,14.8963,19.9583,27.6005,12.3563,15.2442,10.473
420000,湖北省,2006,86.0,33.8004,14.814,18.9864,109.2274,56.7035,52.5239,28.4811,11.7423,16.7388,26.2591,12.2125,14.0466,10.5337
420000,湖北省,2005,85.0,31.556,14.7434,16.8126,101.2665,53.5615,47.705,27.9625,12.7254,15.2371,18.792,10.0268,8.7652,8.9956
420000,湖北省,2004,85.0,29.5701,,,89.2018,,,,,,14.3246,,,
420000,湖北省,2003,75.0,25.0198,,,72.1513,,,,,,11.9118,,,
420000,湖北省,2002,73.0,20.7023,,,58.5,,,,,,7.843,,,
420000,湖北省,2001,60.0,15.8916,,,45.3277,,,,,,6.0443,,,
420000,湖北省,2000,54.0,14.2237,,,35.7728,,,,,,5.6566,,,
430000,湖南省,2019,125.0,42.3249,18.8797,23.4452,140.7108,74.8384,65.8724,38.1609,17.9174,20.2435,36.1908,16.6655,19.5253,16.3476
430000,湖南省,2018,124.0,38.1644,18.3895,19.7749,132.6828,72.3763,60.3065,37.2655,17.2759,19.9896,34.7641,16.4199,18.3442,16.1013
430000,湖南省,2017,124.0,35.7872,17.8349,17.9523,127.3208,70.348,56.9728,35.7602,16.9664,18.7938,33.2792,16.2286,17.0506,15.8683
430000,湖南省,2016,123.0,34.9431,17.3177,17.6254,122.5016,68.8126,53.689,34.0196,16.8539,17.1657,31.6504,16.2337,15.4167,15.6054
430000,湖南省,2015,124.0,33.6341,16.7748,16.8593,118.0643,67.8314,50.2329,32.472,16.723,15.749,30.0459,15.4185,14.6274,15.059
430000,湖南省,2014,124.0,32.6627,16.535,16.1277,113.6302,66.5305,47.0997,30.6803,15.8023,14.878,29.5911,15.1349,14.4562,14.7686
430000,湖南省,2013,122.0,31.365,16.3936,14.9714,110.077,65.1789,44.8981,30.2592,15.5381,14.7211,29.4355,14.203,15.2325,13.9466
430000,湖南省,2012,121.0,31.1026,16.4841,14.6185,108.2235,63.0582,45.1653,29.977,15.449,14.528,30.6809,13.242,17.4389,12.9646
430000,湖南省,2011,120.0,30.6088,15.402,15.2068,106.7852,59.3228,47.4624,30.9014,13.4235,17.4779,28.4178,11.9849,16.4329,11.7476
430000,湖南省,2010,117.0,30.265,15.3108,14.9542,104.7241,55.7232,49.0009,28.8205,12.1979,16.6226,27.6082,10.9394,16.6688,10.6817
430000,湖南省,2009,115.0,31.4422,14.5116,16.9306,101.6833,51.6127,50.0706,27.7112,11.0942,16.617,25.4253,10.6235,14.8018,10.3732
430000,湖南省,2008,115.0,29.206,13.1806,16.0254,95.233,47.9378,47.2952,25.6051,10.8347,14.7704,24.4706,9.4593,15.0113,9.1221
430000,湖南省,2007,99.0,28.135,12.368,15.767,89.8622,44.3377,45.5245,25.2365,9.7204,15.5161,20.9802,8.7256,12.2546,8.186
430000,湖南省,2006,96.0,26.1239,10.9465,15.1774,83.0181,40.8862,42.1319,21.8955,9.0245,12.871,19.1257,7.879,11.2467,7.4102
430000,湖南省,2005,93.0,25.0844,10.6251,14.4593,75.4859,37.0507,38.4352,19.5272,7.9517,11.5755,15.0981,5.9752,9.1229,5.43
430000,湖南省,2004,81.0,20.6793,,,63.9001,,,,,,11.1021,,,
430000,湖南省,2003,73.0,19.383,,,53.722,,,,,,9.0035,,,
430000,湖南省,2002,60.0,15.6946,,,41.94,,,,,,6.2098,,,
430000,湖南省,2001,61.0,11.7299,,,33.1301,,,,,,4.9703,,,
430000,湖南省,2000,52.0,10.5237,,,26.5849,,,,,,4.7426,,,
440000,广东省,2019,154.0,61.6331,28.8197,32.8134,205.3977,115.9808,89.4169,56.988,28.5306,28.4574,52.2094,26.755,25.4544,26.5074
440000,广东省,2018,152.0,57.3287,28.2802,29.0485,196.317,113.3292,82.9878,54.6619,28.071,26.5909,52.3936,25.3961,26.9975,25.2319
440000,广东省,2017,151.0,55.8417,27.6627,28.179,192.5775,110.5754,82.0021,54.9584,26.7581,28.2003,51.1222,24.5563,26.5659,24.3473
440000,广东省,2016,147.0,53.9813,27.508,26.4733,189.2878,107.6753,81.6125,53.3925,25.7466,27.6459,48.9397,23.3592,25.5805,23.1471
440000,广东省,2015,143.0,55.0601,26.955,28.1051,185.6355,104.0784,81.5571,50.8552,24.4017,26.4535,47.6901,22.4145,25.2756,22.1458
440000,广东省,2014,141.0,53.5441,26.1453,27.3988,179.4188,99.8186,79.6002,49.3346,23.2597,26.0749,44.0952,21.1422,22.953,20.8815
440000,广东省,2013,138.0,51.6866,25.1684,26.5182,170.9881,94.9585,76.0296,45.4682,21.7874,23.6808,41.2315,20.0491,21.1824,19.8225
440000,广东省,2012,137.0,50.1939,23.9456,26.2483,161.6838,90.0352,71.6486,42.5324,21.915,20.6174,40.4011,18.1333,22.2678,17.8731
440000,广东省,2011,134.0,46.8685,22.7255,24.143,152.7254,84.2347,68.4907,41.6739,18.7075,22.9664,35.7521,16.2255,19.5266,15.8942
440000,广东省,2010,131.0,43.7274,21.7048,22.0226,142.6624,77.8595,64.8029,36.9334,16.8536,20.0798,33.4187,15.2893,18.1294,14.6295
440000,广东省,2009,125.0,43.587,20.8276,22.7594,133.4089,71.9454,61.4635,34.4708,15.8488,18.622,30.919,13.4462,17.4728,12.7343
440000,广东省,2008,125.0,38.4481,18.3601,20.088,121.639,65.0329,56.6061,31.8646,13.9332,17.9314,28.2469,11.8967,16.3502,11.4078
440000,广东省,2007,109.0,35.1841,16.5544,18.6297,111.9655,58.7426,53.2229,29.1044,12.3584,16.746,23.3129,8.9376,14.3753,8.7263
440000,广东省,2006,105.0,33.9303,15.5104,18.4199,100.8577,51.5132,49.3445,24.2754,9.4266,14.8488,19.6036,7.0294,12.5742,6.7474
440000,广东省,2005,102.0,30.6956,13.6527,17.0429,87.4686,42.8579,44.6107,20.509,7.387,13.122,15.7082,6.1059,9.6023,5.4606
440000,广东省,2004,94.0,26.4537,,,72.6866,,,,,,12.5229,,,
440000,广东省,2003,77.0,22.5837,,,58.7779,,,,,,10.5533,,,
440000,广东省,2002,71.0,17.2135,,,46.78,,,,,,8.4696,,,
440000,广东省,2001,62.0,13.905,,,38.1926,,,,,,5.8835,,,
440000,广东省,2000,52.0,12.3338,,,30.6019,,,,,,5.1432,,,
450000,广西壮族自治区,2019,78.0,35.9824,13.0049,22.9775,107.6408,52.2722,55.3686,27.987,12.9526,15.0344,23.3144,10.808,12.5064,10.5508
450000,广西壮族自治区,2018,75.0,28.2938,12.5196,15.7742,94.2227,49.1574,45.0653,24.9051,11.6638,13.2413,21.3788,9.7498,11.629,9.5712
450000,广西壮族自治区,2017,74.0,26.6945,11.7893,14.9052,86.6716,45.6835,40.9881,22.8277,10.3506,12.4771,21.0666,8.8932,12.1734,8.7376
450000,广西壮族自治区,2016,73.0,24.8411,11.4813,13.3598,81.0282,42.2949,38.7333,22.2713,9.5768,12.6945,18.9441,8.2517,10.6924,8.0696
450000,广西壮族自治区,2015,71.0,23.4161,10.6246,12.7915,75.1181,38.7593,36.3588,19.9306,8.7776,11.153,18.2658,7.6807,10.5851,7.502
450000,广西壮族自治区,2014,70.0,22.0044,9.3969,12.6075,70.1913,35.5979,34.5934,19.0998,8.1127,10.9871,17.405,7.0983,10.3067,6.958
450000,广西壮族自治区,2013,70.0,19.8528,8.8389,11.0139,65.6127,33.0734,32.5393,17.8225,7.1938,10.6287,16.9543,6.5083,10.446,6.3664
450000,广西壮族自治区,2012,70.0,19.2144,8.2326,10.9818,62.9243,30.6128,32.3115,17.576,10.79,6.786,16.2169,6.2134,10.0035,6.0659
450000,广西壮族自治区,2011,70.0,18.4639,7.7023,10.7616,60.0094,28.4686,31.5408,16.7226,6.3961,10.3265,15.1052,5.6837,9.4215,5.512
450000,广西壮族自治区,2010,70.0,18.2635,7.3853,10.8782,56.7516,26.1369,30.6147,15.4769,5.8324,9.6445,13.8089,4.7914,9.0175,4.6082
450000,广西壮族自治区,2009,68.0,16.8942,6.6792,10.215,52.8342,23.8647,28.9695,14.2441,5.0404,9.2037,12.1457,4.2382,7.9075,4.0582
450000,广西壮族自治区,2008,68.0,15.792,6.1412,9.6508,48.4189,21.5822,26.8367,12.4225,4.4248,7.9977,11.0662,3.7136,7.3526,3.5226
450000,广西壮族自治区,2007,56.0,14.7907,5.8441,8.9466,43.4347,19.0812,24.3535,11.3981,3.8994,7.4987,10.3165,3.1871,7.1294,2.9717
