省份编码,省份,年份,教育经费(万元),国家财政性教育经费(万元),国家财政预算内教育经费(万元),民办学校办学经费(万元),教育经费社会捐赠经费(万元),教育经费事业收入(万元),教育经费学杂费(万元),其他教育经费(万元)
370000,山东省,2019,29001760.305879,23369670.429093,,140280.529963,18044.836936,5036750.020357,4219935.711484,437014.48953
370000,山东省,2018,26349273.0975,21698736.0884,,114784.1796,18150.5239,4171538.6538,3579731.7175,346063.6519
370000,山东省,2017,23946021.2618,19797132.4657,,128448.069745,19939.022117,3699432.01637,3183679.46564,301069.687864
370000,山东省,2016,22422970.0,18754460.0,,114150.0,19004.0,3276472.0,2807720.0,258884.0
370000,山东省,2015,20632259.0,17346983.0,,67579.0,13597.0,2963672.0,2486128.0,240429.0
370000,山东省,2014,18847752.0,15811214.0,,44820.0,12724.0,2763550.0,2301491.0,215444.0
370000,山东省,2013,17796161.2,14995862.6,,57610.0,27201.9,2562457.2,2023149.5,153029.5
370000,山东省,2012,,,,,,,,
370000,山东省,2011,13727938.5,11225099.1,9869201.3,40991.5,22969.1,2307704.9,1779355.5,131173.9
370000,山东省,2010,10395900.0,8029725.2,7180596.0,29560.5,33419.8,2161674.0,1677026.1,141520.5
370000,山东省,2009,8397429.0,6364782.0,5676783.0,25512.0,28233.0,1816673.0,1379027.0,162228.0
370000,山东省,2008,7749147.5,5747057.6,5103148.5,23057.2,24127.8,1801349.5,1309904.0,153555.4
370000,山东省,2007,6802413.7,4755634.6,4188712.5,16569.3,30038.0,1757555.4,1326515.2,242616.4
370000,山东省,2006,5471049.1,3486868.0,3000327.5,,39678.5,,1100634.5,178027.9
370000,山东省,2005,4988242.5,2991837.6,2648999.4,,50766.8,,1122236.8,571988.9
370000,山东省,2004,4267089.0,2561587.9,2237315.5,,53123.1,,939728.6,504739.2
370000,山东省,2003,3740855.1,2289913.1,2015068.2,,57582.6,,771652.5,459032.2
370000,山东省,2002,3338764.4,2094603.7,1831983.8,,63321.7,,648258.2,390579.7
370000,山东省,2001,2880702.1,1908783.2,1523456.0,,76917.3,,514686.6,296504.9
370000,山东省,2000,2462775.5,1691665.4,1310999.7,,66203.7,,407864.0,246133.5
410000,河南省,2019,26685217.098169,20678149.944388,,305184.110113,13402.590866,5349331.854408,4538394.254926,339148.598394
410000,河南省,2018,24293502.4407,19021941.5566,,215612.6116,10188.8153,4704224.838,3993615.745,341534.6193
410000,河南省,2017,21546749.2723,16854319.7689,,208430.622544,27555.668921,4143540.48495,3515333.89061,312902.726951
410000,河南省,2016,18902582.0,14922439.0,,117466.0,6032.0,3593113.0,3069815.0,263531.0
410000,河南省,2015,17411099.0,13678565.0,,209034.0,9806.0,3260710.0,2699051.0,252983.0
410000,河南省,2014,16385611.0,13181810.0,,160146.0,7727.0,2884332.0,2403583.0,151596.0
410000,河南省,2013,15577126.5,12650584.2,,199297.8,6492.0,2470745.3,2067431.1,250007.2
410000,河南省,2012,,,,,,,,
410000,河南省,2011,11821418.4,9292216.5,8786207.0,131297.9,5734.8,2103536.0,1881919.5,288633.2
410000,河南省,2010,9111163.8,6800264.6,6481600.6,99621.3,8250.1,1980532.7,1581738.0,222495.1
410000,河南省,2009,7633496.0,5869145.0,5626470.0,59991.0,4947.0,1555511.0,1194810.0,143903.0
410000,河南省,2008,6561522.8,4976899.7,4738248.4,39888.9,3850.4,1424592.0,1117058.7,116291.8
410000,河南省,2007,5493997.3,4075505.1,3864068.9,27611.6,6879.0,1241162.3,944466.4,142839.3
410000,河南省,2006,4179474.8,2838698.1,2685098.0,,6053.3,,716777.3,109752.7
410000,河南省,2005,3579528.4,2357388.8,2212157.8,,9782.9,,697317.1,374859.2
410000,河南省,2004,2999488.5,1966366.2,1831162.2,,16896.5,,593433.3,310625.2
410000,河南省,2003,2544931.9,1699490.0,1582775.7,,21565.5,,489993.7,264027.4
410000,河南省,2002,2288398.7,1555518.4,1437318.2,,30794.5,,413268.6,237248.8
410000,河南省,2001,1959174.3,1346540.0,1113695.0,,45413.0,,338009.6,188067.5
410000,河南省,2000,1709181.4,1150617.1,919366.7,,60062.1,,307489.6,160061.2
420000,湖北省,2019,16067051.959286,12692681.223289,,62530.550928,9646.657416,3079460.950982,2581407.312485,222732.576671
420000,湖北省,2018,14578339.6475,11474877.6016,,69935.2205,18430.3007,2773386.1126,2291112.2603,241710.4121
420000,湖北省,2017,13821834.4005,11041049.6873,,89220.205081,6855.880286,2451874.31813,2011279.51148,232834.309735
420000,湖北省,2016,13009264.0,10446404.0,,126305.0,6898.0,2251451.0,1838664.0,178207.0
420000,湖北省,2015,11435059.0,9035539.0,,100658.0,11208.0,2132046.0,1661853.0,155609.0
420000,湖北省,2014,9874547.0,7634018.0,,34146.0,7625.0,2021081.0,1606217.0,177676.0
420000,湖北省,2013,8972278.3,6697668.6,,96560.6,16042.0,1811298.6,1434059.6,350708.5
420000,湖北省,2012,,,,,,,,
420000,湖北省,2011,6844037.5,4787820.7,4489739.8,18227.4,20305.3,1809428.6,1337659.6,208255.5
420000,湖北省,2010,5869163.8,3838174.6,3584632.5,31095.0,16254.0,1698149.1,1282738.4,285491.1
420000,湖北省,2009,5194495.0,3407313.0,3180674.0,42268.0,15608.0,1515403.0,1127650.0,213904.0
420000,湖北省,2008,4519592.5,2805034.6,2594086.6,38819.6,13436.5,1409746.8,1053592.2,252555.0
420000,湖北省,2007,3689007.9,2297160.6,2122204.3,40928.4,13864.9,1164046.5,838329.5,173007.5
420000,湖北省,2006,2904962.2,1591185.8,1444005.4,,12944.5,,685757.5,164307.7
420000,湖北省,2005,3392273.4,1681180.6,1534620.5,,16292.8,,945000.0,548508.7
420000,湖北省,2004,2985501.9,1531661.1,1392406.7,,16270.3,,776666.3,509759.7
420000,湖北省,2003,2527725.0,1357803.6,1237342.2,,31703.3,,622607.5,479171.5
420000,湖北省,2002,2301981.4,1292427.4,1162285.4,,58698.4,,514210.8,415829.1
420000,湖北省,2001,1990721.0,1140396.9,906239.7,,59464.5,,399774.1,374272.1
420000,湖北省,2000,1706416.4,968963.9,760615.0,,64548.6,,343252.0,322068.7
430000,湖南省,2019,17753671.593124,13508117.924657,,240772.303335,22749.941139,3717673.03046,2966046.464103,264358.393533
430000,湖南省,2018,16300603.1093,12518874.6379,,254658.8122,13617.0233,3192406.1718,2582665.9962,321046.4641
430000,湖南省,2017,15165689.5601,11853958.0791,,124715.568906,8946.321679,2872114.19367,2321904.21871,305955.396762
430000,湖南省,2016,13781959.0,10836439.0,,82134.0,6988.0,2561467.0,2041954.0,294931.0
430000,湖南省,2015,12223238.0,9540802.0,,89554.0,19525.0,2345275.0,1772843.0,228081.0
430000,湖南省,2014,11285463.0,8809278.0,,72395.0,19735.0,2158581.0,1716807.0,225473.0
430000,湖南省,2013,10784551.4,8449159.6,,63437.0,14112.8,1978319.1,1549244.2,279522.9
430000,湖南省,2012,,,,,,,,
430000,湖南省,2011,7987606.8,5846551.2,5447449.5,53567.4,17603.7,1791758.6,1394362.0,278125.9
430000,湖南省,2010,6497607.5,4585047.8,4227051.6,33199.5,16086.8,1655954.0,1288148.3,207319.4
430000,湖南省,2009,5660684.0,4031176.0,3779431.0,20528.0,13569.0,1402601.0,1068199.0,192810.0
430000,湖南省,2008,5066050.1,3436066.3,3246051.4,35151.5,20763.7,1376082.0,1036896.8,197986.6
430000,湖南省,2007,4196364.8,2628646.4,2474605.9,29304.7,17645.1,1350044.0,981991.8,170724.6
430000,湖南省,2006,3338525.3,1840209.2,1689082.4,,19901.4,,727926.5,145581.9
430000,湖南省,2005,3234353.2,1669161.8,1529979.9,,34230.8,,739582.6,470185.9
430000,湖南省,2004,2724014.0,1409498.3,1294561.9,,28256.0,,687792.5,407738.5
430000,湖南省,2003,2354582.9,1221033.7,1124481.0,,25909.8,,617745.6,364162.9
430000,湖南省,2002,2104947.7,1151360.5,1056543.2,,34565.0,,536794.2,321468.3
430000,湖南省,2001,1771611.8,997202.3,797038.7,,39885.2,,451554.2,246976.5
430000,湖南省,2000,1523036.8,857728.7,651782.1,,40839.5,,386819.4,209232.1
440000,广东省,2019,49187550.802575,37155827.831013,,243584.360204,97301.43318,11262186.803366,9811047.807691,428650.374812
440000,广东省,2018,42684257.5696,31891815.6338,,293635.6298,101530.1511,9856424.7126,8468451.3121,540851.4423
440000,广东省,2017,38610330.8389,28793140.3537,,357725.358109,84317.739524,8716595.86023,7458696.54806,658551.52734
440000,广东省,2016,33675376.0,24875764.0,,505912.0,93098.0,7741252.0,6611376.0,459350.0
440000,广东省,2015,30474906.0,22611396.0,,328514.0,131742.0,6959578.0,5789877.0,443676.0
440000,广东省,2014,27356552.0,20220035.0,,249031.0,93661.0,6183455.0,5195599.0,610369.0
440000,广东省,2013,24775503.1,18505745.6,,319136.1,108920.7,5492402.7,4589915.6,349298.0
440000,广东省,2012,,,,,,,,
440000,广东省,2011,18846364.8,13592333.9,12282083.9,174939.6,105231.2,4655226.6,3769240.6,318633.5
440000,广东省,2010,15327347.7,10440230.2,9808383.3,216727.5,106776.0,4234065.4,3310218.4,329548.6
440000,广东省,2009,12843085.0,9071029.0,8554350.0,140275.0,112402.0,3223522.0,2394395.0,295858.0
440000,广东省,2008,11661553.6,8013743.5,7526041.2,119169.5,89064.4,3088448.2,2272900.4,351128.0
440000,广东省,2007,10734751.3,6614096.7,6221849.0,179245.4,99518.1,3481228.7,2171005.1,360662.4
440000,广东省,2006,8654359.1,5290233.4,4921750.4,,93438.8,,1539028.0,240541.5
440000,广东省,2005,8066357.2,4692174.2,4358518.3,,109372.8,,1687383.7,905805.4
440000,广东省,2004,7087101.0,4217378.9,3898843.8,,88704.4,,1547999.3,686124.0
440000,广东省,2003,6222727.2,3800234.9,3485442.4,,97029.6,,1278988.1,640582.0
440000,广东省,2002,5203412.4,3247693.4,2910766.1,,118281.4,,1009222.3,575273.6
440000,广东省,2001,4213486.9,2566792.4,2218268.6,,114834.8,,843063.0,486899.4
440000,广东省,2000,3609720.5,2157814.8,1821597.7,,160269.3,,724698.7,420513.3
450000,广西壮族自治区,2019,14367736.4739,11840508.389534,,77272.598689,13634.018036,2250610.170541,1801780.957326,185711.2971
450000,广西壮族自治区,2018,12836617.5683,10503051.5401,,44383.468,13862.1569,2066793.1972,1568412.9277,208527.2061
450000,广西壮族自治区,2017,11891780.6145,9915677.46139,,65840.918858,9548.377906,1745587.29343,1398774.22432,155126.562978
450000,广西壮族自治区,2016,10914241.0,9137061.0,,35648.0,9386.0,1595245.0,1266473.0,136901.0
450000,广西壮族自治区,2015,10111559.0,8467679.0,,28810.0,11744.0,1459681.0,1153126.0,143645.0
450000,广西壮族自治区,2014,8586224.0,7163058.0,,29098.0,7569.0,1275840.0,1004768.0,110658.0
450000,广西壮族自治区,2013,7794191.4,6540555.3,,17550.5,8997.6,1136774.3,909308.3,90313.7
450000,广西壮族自治区,2012,,,,,,,,
450000,广西壮族自治区,2011,5938482.4,4905638.2,4635386.3,31746.5,7328.4,925395.7,732020.7,68373.6
450000,广西壮族自治区,2010,4941415.8,3990785.9,3739829.4,23755.0,10619.8,847218.4,673104.5,69036.7
450000,广西壮族自治区,2009,3873253.0,3051449.0,2921498.0,10366.0,13682.0,739500.0,570102.0,58256.0
450000,广西壮族自治区,2008,3476223.2,2650049.6,2509308.5,34687.1,10847.1,719822.3,536922.4,60817.1
450000,广西壮族自治区,2007,2758915.2,2058340.1,1918820.3,22550.1,11369.6,595607.4,427643.7,71048.0
450000,广西壮族自治区,2006,2134365.2,1546263.3,1466378.3,,8341.3,,297568.8,49611.3
450000,广西壮族自治区,2005,1832797.8,1208967.3,1146766.4,,7939.9,,371220.2,188928.8
450000,广西壮族自治区,2004,1605769.3,1060559.5,987753.5,,7319.9,,315160.6,191482.3
450000,广西壮族自治区,2003,1437796.0,959254.5,871282.3,,9738.6,,266799.4,176906.5
450000,广西壮族自治区,2002,1346031.4,924536.3,824650.0,,11079.7,,233333.3,156100.6
450000,广西壮族自治区,2001,1123494.1,782554.7,663989.1,,11575.5,,183424.1,130386.1
450000,广西壮族自治区,2000,934717.9,630072.9,501999.2,,13454.8,,147844.3,129661.0
460000,海南省,2019,4243935.310621,3492149.67457,,36153.750569,873.182407,662795.939927,548255.862221,51962.763148
460000,海南省,2018,3777479.2219,3059503.1977,,65922.4145,2359.3097,565531.1318,447130.7886,84163.1683
460000,海南省,2017,3390271.29226,2731665.00603,,105041.976113,933.183388,490764.388234,391160.449726,61866.738487
460000,海南省,2016,3068767.0,2496491.0,,71954.0,2814.0,439279.0,357484.0,58228.0
460000,海南省,2015,2809962.0,2337554.0,,20501.0,3470.0,395760.0,317744.0,52678.0
460000,海南省,2014,2413904.0,1992064.0,,19559.0,1570.0,364206.0,299124.0,36504.0
460000,海南省,2013,2222867.7,1826386.0,,25469.5,7919.9,326227.3,277104.1,36865.0
460000,海南省,2012,,,,,,,,
460000,海南省,2011,1732236.5,1370535.6,1240893.2,33157.2,15086.3,279938.1,233588.0,33519.3
460000,海南省,2010,1422673.1,1133239.1,1045955.9,15426.2,13628.4,234577.3,185043.0,25802.1
460000,海南省,2009,1175474.0,905860.0,811612.0,21374.0,7033.0,213024.0,159035.0,28182.0
460000,海南省,2008,928981.1,686993.2,600001.2,6586.6,24976.0,182684.8,126289.1,27740.5
460000,海南省,2007,757980.6,549795.5,485361.0,5515.0,15327.3,168763.2,117975.7,18579.6
460000,海南省,2006,558645.4,392227.8,332803.7,,8656.8,,74190.8,11984.4
460000,海南省,2005,468454.9,314243.8,272459.0,,5425.5,,52334.3,75399.8
460000,海南省,2004,389305.1,248164.2,207015.2,,10576.3,,70829.7,41718.0
460000,海南省,2003,329190.1,208048.7,173969.3,,7072.8,,60473.3,36701.1
460000,海南省,2002,297249.9,195177.6,161222.4,,6869.8,,49000.6,34528.7
460000,海南省,2001,256623.1,172822.5,135157.4,,8133.4,,40883.3,25463.8
460000,海南省,2000,223093.3,146294.8,107346.7,,7419.7,,36803.0,25460.5
500000,重庆市,2019,11442967.434609,9139028.799575,,35188.945437,26519.209706,1906709.204852,1456461.821732,335521.275039
500000,重庆市,2018,10216273.9259,8284585.003,,36692.3609,14077.0571,1626724.909,1292498.7949,254194.5959
500000,重庆市,2017,9483525.90903,7595118.03426,,93015.724149,21639.938384,1547282.82498,1212174.64683,226469.387254
500000,重庆市,2016,8863208.0,7054576.0,,117792.0,13178.0,1430841.0,1135283.0,246821.0
500000,重庆市,2015,7971003.0,6400963.0,,67058.0,13124.0,1345940.0,1028657.0,143918.0
500000,重庆市,2014,6979973.0,5538929.0,,27691.0,24460.0,1216958.0,948085.0,171934.0
500000,重庆市,2013,6565621.8,5228010.9,,32148.1,17730.8,1088175.4,852831.4,199556.6
500000,重庆市,2012,,,,,,,,
500000,重庆市,2011,5039549.8,3832059.3,3590884.5,24470.0,45120.5,926746.3,679349.5,211153.7
500000,重庆市,2010,4068437.2,2893208.2,2687127.0,61406.1,42149.9,841897.9,587058.7,229775.1
500000,重庆市,2009,3309977.0,2324549.0,2195528.0,50352.0,32999.0,672950.0,463283.0,229126.0
500000,重庆市,2008,2662580.3,1813613.8,1714121.4,13241.5,54097.6,612314.6,416073.2,169312.8
500000,重庆市,2007,2309733.5,1471781.8,1397008.5,7687.8,50020.8,540818.6,352725.1,239424.5
500000,重庆市,2006,1681572.2,1077010.2,993070.7,,43026.0,,242487.5,92171.5
500000,重庆市,2005,1731032.6,956460.0,885290.6,,57048.0,,325041.8,356927.5
500000,重庆市,2004,1434395.3,826797.5,751434.6,,50415.3,,233217.5,294478.5
500000,重庆市,2003,1207817.6,695287.5,638962.6,,53129.5,,185473.9,239549.9
500000,重庆市,2002,1066535.0,645003.9,593211.8,,35628.9,,161596.1,205209.4
500000,重庆市,2001,867751.6,540814.5,479263.7,,33956.5,,113281.4,165884.3
500000,重庆市,2000,698720.6,440470.1,371844.0,,26798.7,,91031.8,133227.4
510000,四川省,2019,22547120.958847,18246512.771224,,94773.446991,54798.5485,3875935.02562,3184378.279145,275101.166512
510000,四川省,2018,20767987.3336,16850602.7083,,223774.8994,42992.2716,3417314.5568,2777661.66,233302.8974
510000,四川省,2017,19274513.9919,15793601.7821,,132069.218016,36822.289929,3080107.93268,2461467.32049,231912.769205
510000,四川省,2016,17620946.0,14423197.0,,126748.0,36263.0,2852604.0,2276355.0,182134.0
510000,四川省,2015,16409562.0,13362232.0,,198313.0,58796.0,2622959.0,1994341.0,167262.0
510000,四川省,2014,14508458.0,11779275.0,,132658.0,37028.0,2421188.0,1790868.0,138309.0
510000,四川省,2013,13805525.0,11225895.4,,130006.8,33562.9,2272206.8,1568447.9,143853.1
510000,四川省,2012,,,,,,,,
510000,四川省,2011,10244130.2,8017199.6,7393262.6,116696.7,51510.7,1932561.7,1279067.2,126161.5
510000,四川省,2010,8951780.7,6816497.2,6355855.2,70443.3,111230.7,1850013.9,1127334.8,103595.6
510000,四川省,2009,8088479.0,6105391.0,5820461.0,39844.0,295131.0,1510993.0,897783.0,137121.0
510000,四川省,2008,6578338.4,4894706.9,4598997.8,61106.1,75537.3,1437697.9,824237.8,109290.2
510000,四川省,2007,5009786.9,3478766.4,3265608.3,86289.4,18881.3,1332195.1,778054.9,93654.7
510000,四川省,2006,3654193.8,2346786.3,2159585.1,,17630.3,,467497.7,112824.2
510000,四川省,2005,3632253.8,2055506.6,1880914.2,,27061.3,,658098.3,702685.2
510000,四川省,2004,3091286.6,1828023.3,1684852.1,,31839.7,,569378.6,567110.6
510000,四川省,2003,2662491.1,1614052.1,1474876.7,,44659.3,,455123.9,490943.3
510000,四川省,2002,2437436.8,1519277.4,1380815.2,,68052.5,,379724.4,440770.2
510000,四川省,2001,2028689.8,1337988.7,1131403.4,,40987.2,,286006.5,337073.0
510000,四川省,2000,1619987.5,1083405.5,871506.9,,38930.0,,188533.2,292365.1
520000,贵州省,2019,13622935.250842,11585068.564071,,33188.679575,15236.886558,1557872.806469,1242613.559815,431568.314169
520000,贵州省,2018,12732768.2974,10712430.632,,49578.7907,7164.9738,1394988.1992,1063663.7381,568605.7017
520000,贵州省,2017,12488005.1419,9790255.21483,,78135.305347,8388.955088,1210438.42568,945800.385451,1400787.24098
520000,贵州省,2016,10335342.0,8909339.0,,44819.0,9000.0,1073184.0,850508.0,299000.0
520000,贵州省,2015,9277347.0,8039152.0,,90105.0,9102.0,923536.0,704880.0,215451.0
520000,贵州省,2014,7700061.0,6761067.0,,27461.0,14986.0,782237.0,615142.0,114311.0
520000,贵州省,2013,6799794.5,5954133.7,,25396.4,10603.8,678609.7,527431.2,131050.9
520000,贵州省,2012,,,,,,,,
520000,贵州省,2011,4510531.0,3869566.5,3624513.8,18761.6,7811.1,519549.8,386484.8,94842.0
520000,贵州省,2010,3669549.8,3139156.7,2954220.1,15860.5,6826.9,452054.0,327349.1,55651.7
520000,贵州省,2009,3094113.0,2680258.0,2557255.0,7787.0,5667.0,358393.0,260951.0,42007.0
520000,贵州省,2008,2709138.1,2300187.7,2158371.9,8404.7,7624.7,359475.3,242810.5,33445.7
520000,贵州省,2007,2070113.3,1670163.7,1564471.4,8763.3,6990.6,330465.3,243661.2,53730.4
520000,贵州省,2006,1549737.3,1187802.2,1109272.7,,6454.5,,177925.2,41432.5
520000,贵州省,2005,1394866.8,1031411.2,933707.0,,6862.7,,190649.3,137716.6
520000,贵州省,2004,1142161.9,816926.9,753752.1,,5430.9,,168184.1,116215.8
520000,贵州省,2003,954017.5,692410.9,636651.5,,5830.3,,154699.0,86033.7
520000,贵州省,2002,867637.9,660740.2,601850.0,,6792.2,,122255.0,66394.6
520000,贵州省,2001,672764.1,506803.7,443419.3,,6586.7,,98826.4,53130.9
520000,贵州省,2000,528486.6,411336.3,346372.1,,9592.6,,70235.0,33063.5
530000,云南省,2019,14833632.201967,12681213.53645,,69213.384231,31497.825442,1835590.850286,1544340.4407,216116.605558
530000,云南省,2018,14543783.4113,12693972.9935,,65375.4611,27571.9203,1556925.732,1272339.8289,199937.3044
530000,云南省,2017,13292087.8953,11490454.9848,,61727.515379,21239.497196,1393128.81066,1129020.12784,325537.087292
530000,云南省,2016,11886446.0,10227745.0,,63876.0,22110.0,1226316.0,992947.0,346400.0
530000,云南省,2015,10455388.0,9039569.0,,62448.0,17710.0,1093271.0,879567.0,242391.0
530000,云南省,2014,9199396.0,7930673.0,,36157.0,18094.0,1028195.0,804395.0,186276.0
530000,云南省,2013,9006911.7,7820920.3,,33144.2,25630.6,917660.2,726890.5,209556.4
530000,云南省,2012,,,,,,,,
530000,云南省,2011,6582934.5,5652685.4,5235529.1,18172.1,23784.0,767760.1,604635.1,120532.9
530000,云南省,2010,5336316.5,4480462.6,4226246.7,17630.6,23498.6,671820.6,533736.2,142904.1
530000,云南省,2009,4408081.0,3723686.0,3596527.0,17428.0,16917.0,563675.0,429141.0,86375.0
530000,云南省,2008,3422932.3,2823329.4,2688968.9,4831.1,22611.4,500736.5,384068.9,71423.9
530000,云南省,2007,2757505.3,2191078.2,2088192.2,18037.2,24169.1,461382.1,329004.6,62838.7
530000,云南省,2006,2311082.7,1831517.8,1738505.7,,20362.7,,220868.2,55365.9
530000,云南省,2005,1985087.7,1536867.7,1449152.2,,15267.3,,232695.3,132368.5
530000,云南省,2004,1750840.6,1391479.8,1315972.3,,14156.7,,169705.7,132845.8
530000,云南省,2003,1448459.5,1155358.0,1081578.6,,12826.5,,135888.2,108472.3
530000,云南省,2002,1295046.1,1071094.8,987968.2,,17414.5,,105485.5,85539.3
530000,云南省,2001,1157531.5,976141.7,885747.5,,20838.0,,81618.0,65122.2
530000,云南省,2000,976174.5,827618.1,733995.9,,23332.1,,63025.1,54722.0
540000,西藏自治区,2019,2881230.300053,2836103.087662,,100.0,7830.72995,29281.264824,17514.313056,7915.217617
540000,西藏自治区,2018,2562958.3537,2528491.003,,,5502.9777,25365.4608,14344.3361,3598.9123
540000,西藏自治区,2017,2387658.04518,2360013.63301,,162.475,1610.359693,22707.39074,16762.355319,3164.186737
540000,西藏自治区,2016,1857714.0,1829919.0,,185.0,172.0,22250.0,16435.0,5188.0
540000,西藏自治区,2015,1919434.0,1892997.0,,200.0,806.0,19124.0,15125.0,6307.0
540000,西藏自治区,2014,1529504.0,1507576.0,,562.0,699.0,17887.0,14738.0,2781.0
540000,西藏自治区,2013,1206743.6,1181999.5,,3949.9,1567.1,18182.5,12441.4,1044.6
540000,西藏自治区,2012,,,,,,,,
540000,西藏自治区,2011,826101.6,807466.4,800259.8,200.5,683.3,17621.8,14318.1,129.6
540000,西藏自治区,2010,662292.6,641638.4,625958.5,677.7,1154.5,18641.6,15583.3,180.4
540000,西藏自治区,2009,597448.0,577399.0,576051.0,29.0,4640.0,15087.0,11790.0,294.0
540000,西藏自治区,2008,494122.3,478393.5,475482.1,107.4,336.5,15183.2,9995.0,101.7
540000,西藏自治区,2007,420561.9,406062.6,403688.2,66.9,108.1,14232.2,12127.5,92.1
540000,西藏自治区,2006,276921.3,263422.1,261064.3,,310.4,,10415.9,129.3
540000,西藏自治区,2005,301722.1,288218.8,285946.0,,327.1,,10270.7,2905.5
540000,西藏自治区,2004,234499.5,222773.7,221771.2,,581.7,,6449.1,4695.0
540000,西藏自治区,2003,187466.8,176969.4,173700.1,,2124.3,,5971.9,2401.2
540000,西藏自治区,2002,141177.9,134182.8,133970.8,,436.4,,4930.5,1628.2
540000,西藏自治区,2001,103044.9,95944.1,95738.4,,1303.2,,3265.0,2532.6
540000,西藏自治区,2000,81549.8,77127.9,76134.0,,361.0,,2062.1,1998.8
610000,陕西省,2019,12490354.692943,9960349.084258,,24687.201107,11242.748887,2259055.989618,1763080.938804,235019.669073
610000,陕西省,2018,11375081.0644,9060520.6087,,47061.5261,8288.1623,2065408.7784,1584942.3869,193801.9889
610000,陕西省,2017,10545861.8943,8430071.61857,,59555.314929,4989.489731,1838606.16887,1421420.03986,212639.302207
610000,陕西省,2016,10049114.0,8086909.0,,16157.0,7661.0,1782644.0,1386605.0,155743.0
610000,陕西省,2015,9674438.0,7754202.0,,20156.0,5539.0,1711768.0,1373721.0,182774.0
610000,陕西省,2014,9101672.0,7305175.0,,35246.0,5343.0,1623769.0,1294230.0,132138.0
610000,陕西省,2013,8926920.3,7246692.5,,26320.7,7938.1,1474355.0,1251857.6,171614.0
610000,陕西省,2012,,,,,,,,
610000,陕西省,2011,6838342.4,5249804.1,4952664.3,12917.1,10035.0,1326982.7,1072041.5,238603.5
610000,陕西省,2010,5143635.1,3766663.1,3516783.8,14463.8,8756.6,1241636.1,989372.8,112115.5
610000,陕西省,2009,4637457.0,3410574.0,3250003.0,30455.0,20738.0,1054918.0,844400.0,120772.0
610000,陕西省,2008,3806168.3,2659057.6,2516850.3,18998.7,11497.9,1012481.6,812640.3,104132.5
610000,陕西省,2007,2855269.7,1826038.9,1712960.6,48857.2,5163.7,892349.7,741796.5,82860.2
610000,陕西省,2006,2288722.7,1410121.3,1319848.1,,3794.9,,416225.3,61963.4
610000,陕西省,2005,2331533.3,1276078.3,1186420.9,,13659.7,,527885.3,308767.8
610000,陕西省,2004,2047443.0,1144359.2,1074132.2,,15007.7,,450737.5,252694.1
610000,陕西省,2003,1859410.8,1026279.5,948219.6,,21979.7,,391076.0,245543.0
610000,陕西省,2002,1597678.6,944164.3,882321.2,,18722.0,,331812.5,213591.1
610000,陕西省,2001,1354170.5,864832.2,758456.1,,27552.1,,269315.0,130787.5
610000,陕西省,2000,1014584.4,668226.1,557676.1,,16357.6,,188882.9,115354.1
620000,甘肃省,2019,7998740.726962,7211952.929952,,12981.672609,7986.410268,680401.226208,538878.491873,85418.487925
620000,甘肃省,2018,7404891.679,6662368.2077,,22592.1186,4033.6762,615537.3748,500380.92,100360.3017
620000,甘肃省,2017,7087546.64041,6372790.64617,,7987.185032,3245.445517,558111.650806,452253.882421,145411.712887
620000,甘肃省,2016,6706137.0,6065624.0,,7126.0,6221.0,559101.0,439486.0,68064.0
620000,甘肃省,2015,6134547.0,5518606.0,,6066.0,5766.0,532544.0,431619.0,71565.0
620000,甘肃省,2014,5181631.0,4633088.0,,6733.0,7557.0,491168.0,418235.0,43086.0
620000,甘肃省,2013,4811034.3,4265004.9,,4110.8,4858.1,490551.7,409776.4,46508.8
620000,甘肃省,2012,,,,,,,,
620000,甘肃省,2011,3608173.5,3129281.7,2938827.7,4558.1,7346.9,431518.7,361412.8,35468.1
620000,甘肃省,2010,3106736.1,2648616.0,2532465.9,7953.3,18744.7,401238.8,331816.0,30183.3
620000,甘肃省,2009,2761110.0,2359726.0,2286210.0,2361.0,26764.0,351007.0,282441.0,21251.0
620000,甘肃省,2008,2310200.0,1960155.1,1894402.3,1244.6,10922.0,320148.8,250266.5,17729.5
620000,甘肃省,2007,1672564.6,1347784.0,1277373.0,2256.1,5706.4,293361.8,220915.6,23456.3
620000,甘肃省,2006,1321480.1,1024878.9,960635.5,,5141.8,,163380.7,25227.3
620000,甘肃省,2005,1195073.8,847512.0,785026.4,,5555.0,,198727.5,108738.6
620000,甘肃省,2004,1031445.1,727916.5,659016.7,,7037.4,,179548.8,95668.8
620000,甘肃省,2003,914335.8,652145.8,582180.8,,5685.6,,156052.7,81767.1
620000,甘肃省,2002,836405.0,606262.4,538792.9,,9238.7,,132539.6,79492.0
620000,甘肃省,2001,686750.1,520918.3,442921.7,,7427.9,,104027.1,49975.5
620000,甘肃省,2000,535287.2,425020.8,352952.2,,11207.0,,63864.5,33363.8
630000,青海省,2019,2894894.484008,2662423.233086,,1873.298097,9240.942011,136597.065552,95714.012352,84759.945262
630000,青海省,2018,2640308.7842,2411587.161,,5365.1404,1965.5849,137924.4481,92942.8338,83466.4498
630000,青海省,2017,2343469.08255,2131024.10447,,8365.374176,1477.244397,115328.659119,74949.088432,87273.70039
