省份编码,省份,年份,教育经费(万元),国家财政性教育经费(万元),国家财政预算内教育经费(万元),民办学校办学经费(万元),教育经费社会捐赠经费(万元),教育经费事业收入(万元),教育经费学杂费(万元),其他教育经费(万元)
120000,天津市,2006,1428991.8,969254.3,873968.2,,1400.1,,199836.3,40150.5
120000,天津市,2005,1479873.4,895562.1,811644.3,,5230.7,,245230.8,275333.2
120000,天津市,2004,1239681.8,781629.6,700831.1,,3724.8,,200277.4,199237.0
120000,天津市,2003,1118576.5,691054.9,604289.3,,2117.8,,174744.1,202937.2
120000,天津市,2002,975729.9,596587.8,531016.7,,4166.4,,127788.5,194463.3
120000,天津市,2001,859240.6,534954.6,458512.4,,5936.6,,113425.2,163067.3
120000,天津市,2000,685499.8,430982.1,367188.3,,4849.7,,78778.8,132855.0
130000,河北省,2019,19921190.61446,16403526.860774,,110687.16857,6352.957077,3291596.139538,2803667.80615,109027.488501
130000,河北省,2018,17389625.3424,14428247.613,,57290.076,10934.35,2824628.4612,2382262.1086,68524.8421
130000,河北省,2017,15938478.5607,13374769.1112,,79720.965158,8260.305801,2387755.46941,2041977.07565,87972.709104
130000,河北省,2016,14203834.0,11888154.0,,49418.0,7217.0,2106271.0,1755230.0,152774.0
130000,河北省,2015,12861641.0,10732988.0,,29824.0,6080.0,1941007.0,1581934.0,151742.0
130000,河北省,2014,10861672.0,8926512.0,,40933.0,12107.0,1796503.0,1517465.0,85618.0
130000,河北省,2013,10298143.4,8523960.4,,50262.2,6636.8,1606016.8,1386046.1,111267.2
130000,河北省,2012,,,,,,,,
130000,河北省,2011,8447882.0,6844587.7,6106369.6,22060.0,6391.6,1484576.1,1302985.1,90266.6
130000,河北省,2010,7192734.4,5647496.7,5178040.8,14598.0,8284.7,1422725.8,1211145.2,99629.2
130000,河北省,2009,6145261.0,4692123.0,4345828.0,29487.0,9451.0,1250708.0,1030697.0,163491.0
130000,河北省,2008,5584913.9,4171281.2,3829876.7,10605.5,4971.3,1196773.3,959853.9,201282.6
130000,河北省,2007,4403700.0,3103585.9,2841171.5,31469.9,13470.8,1110182.6,857400.2,144990.8
130000,河北省,2006,3554401.1,2372848.8,2166291.2,,22080.0,,725183.2,72791.3
130000,河北省,2005,3249421.0,2126918.2,1950141.9,,18125.2,,703147.2,303069.8
130000,河北省,2004,2700904.1,1754771.2,1611233.6,,21228.6,,628424.4,211427.8
130000,河北省,2003,2320027.8,1481519.2,1350020.3,,26245.9,,504783.2,229597.3
130000,河北省,2002,2101071.7,1373880.8,1243140.5,,27553.7,,442540.9,194698.5
130000,河北省,2001,1779336.2,1212157.6,1013142.2,,34901.5,,344971.8,128669.9
130000,河北省,2000,1559084.1,1069417.6,842672.5,,44114.7,,275910.2,118925.5
140000,山西省,2019,9857998.647267,8090895.860695,,24534.665327,3279.440639,1643263.055804,1353802.551677,96025.624802
140000,山西省,2018,9134204.9163,7521089.403,,44780.9379,2552.4988,1498490.6539,1216078.0981,67291.4228
140000,山西省,2017,8533661.57392,7097916.5453,,38282.001125,2336.718148,1333667.92011,1092713.54697,61458.389229
140000,山西省,2016,7942196.0,6633065.0,,21478.0,1349.0,1223188.0,998978.0,63115.0
140000,山西省,2015,8442363.0,7233564.0,,24571.0,3639.0,1110169.0,901481.0,70421.0
140000,山西省,2014,7036233.0,5762332.0,,26485.0,2533.0,1182873.0,879607.0,62010.0
140000,山西省,2013,6918246.8,5716633.9,,48321.4,4494.4,1043346.6,811304.1,105450.5
140000,山西省,2012,,,,,,,,
140000,山西省,2011,5494902.8,4451666.8,4067347.8,51370.0,14322.8,902811.3,733005.3,74731.9
140000,山西省,2010,4508195.1,3529543.9,3193060.3,26046.1,9294.7,854277.1,699278.9,89033.3
140000,山西省,2009,3809096.0,2977295.0,2694752.0,20794.0,8154.0,751428.0,602479.0,51425.0
140000,山西省,2008,3328404.4,2568475.7,2299361.1,25208.3,7934.5,697024.5,489347.6,29761.4
140000,山西省,2007,2649876.0,1948360.6,1744403.8,45399.0,12391.1,611628.2,458880.1,32097.1
140000,山西省,2006,2198470.4,1532496.7,1351379.8,,27378.1,,356427.1,32849.5
140000,山西省,2005,1891252.6,1289169.0,1123124.2,,19402.7,,335099.2,157558.7
140000,山西省,2004,1548847.8,1012934.1,887726.3,,26754.8,,320948.9,118404.3
140000,山西省,2003,1304752.0,849910.2,743811.3,,26707.8,,258019.9,119624.1
140000,山西省,2002,1176899.9,774618.8,665526.1,,48881.5,,203725.9,109847.6
140000,山西省,2001,978974.8,689074.0,574416.5,,28848.9,,153759.1,78983.7
140000,山西省,2000,794624.1,547718.0,435372.0,,31738.1,,130632.3,64559.8
150000,内蒙古自治区,2019,8105720.260409,7229144.426034,,25592.114573,5901.249878,756329.671006,636065.991688,88752.798918
150000,内蒙古自治区,2018,7759014.0164,6887930.5727,,17536.5333,7708.981,703072.2619,578124.7406,142765.6674
150000,内蒙古自治区,2017,7601336.52213,6740750.18355,,16624.699409,5354.126074,632425.418292,521275.049522,206182.094801
150000,内蒙古自治区,2016,7624806.0,6648963.0,,16182.0,3795.0,597735.0,485656.0,358132.0
150000,内蒙古自治区,2015,7072130.0,6324669.0,,17170.0,4248.0,593250.0,467870.0,132793.0
150000,内蒙古自治区,2014,6393778.0,5735677.0,,13110.0,3897.0,594265.0,449797.0,46829.0
150000,内蒙古自治区,2013,6121558.7,5546839.9,,9453.4,4016.7,515752.8,406458.3,45495.9
150000,内蒙古自治区,2012,,,,,,,,
150000,内蒙古自治区,2011,5040005.4,4463713.9,4038148.6,10479.6,3596.6,512773.4,399327.3,49441.9
150000,内蒙古自治区,2010,4143731.4,3584765.3,3344758.3,4754.9,2016.7,487251.2,395818.2,64943.3
150000,内蒙古自治区,2009,3187733.0,2692816.0,2498568.0,2280.0,3202.0,429547.0,334691.0,59889.0
150000,内蒙古自治区,2008,2625527.0,2185264.4,2039943.1,11435.9,4359.4,386118.1,306594.6,38349.2
150000,内蒙古自治区,2007,2019986.6,1629515.2,1488404.9,11670.2,4824.7,349363.7,270176.4,24612.8
150000,内蒙古自治区,2006,1480998.9,1176788.4,1071054.4,,3630.6,,201939.3,21430.6
150000,内蒙古自治区,2005,1293432.4,997738.2,905043.9,,3384.1,,192873.4,90840.4
150000,内蒙古自治区,2004,1115216.2,855424.3,779271.5,,2827.8,,161201.5,82354.9
150000,内蒙古自治区,2003,935814.5,707598.6,636218.6,,1647.5,,152796.1,65715.0
150000,内蒙古自治区,2002,854998.4,641468.4,575370.9,,4693.8,,130614.4,71085.6
150000,内蒙古自治区,2001,719313.3,558750.4,466137.2,,3994.0,,100693.3,49214.0
150000,内蒙古自治区,2000,580861.6,446033.8,357953.5,,4770.9,,80627.3,43381.0
210000,辽宁省,2019,10593957.404666,8432160.662954,,18849.761101,11623.638008,2076462.705817,1664115.850075,54860.636786
210000,辽宁省,2018,9759379.0274,7812615.5056,,16567.1638,2588.1514,1855909.2657,1520446.8125,71698.9409
210000,辽宁省,2017,9651892.60981,7749271.3205,,14588.977676,1498.279075,1830268.61223,1476470.90257,56265.420335
210000,辽宁省,2016,9206907.0,7421874.0,,13099.0,3893.0,1693886.0,1388429.0,74154.0
210000,辽宁省,2015,8781171.0,7101812.0,,20844.0,1018.0,1591480.0,1268665.0,66018.0
210000,辽宁省,2014,8700533.0,7053396.0,,30073.0,1223.0,1566027.0,1264514.0,49815.0
210000,辽宁省,2013,9302062.0,7766498.5,,19214.0,2073.7,1415381.5,1170478.5,98894.3
210000,辽宁省,2012,,,,,,,,
210000,辽宁省,2011,7809412.6,6325914.0,5649334.3,30859.9,5744.0,1332249.7,1121184.1,114645.0
210000,辽宁省,2010,6242614.6,4834719.6,4367510.9,40605.2,1677.1,1261638.1,1019217.2,103974.6
210000,辽宁省,2009,5349184.0,4143772.0,3790891.0,20242.0,2148.0,1030190.0,837912.0,152832.0
210000,辽宁省,2008,4792311.1,3674924.8,3370673.2,25736.8,2544.0,1011818.6,822526.9,77286.9
210000,辽宁省,2007,4122455.2,3000630.6,2756211.2,13004.1,1658.5,972358.7,787898.9,134803.3
210000,辽宁省,2006,3282282.5,2263898.3,2051997.6,,3253.8,,518779.3,58528.2
210000,辽宁省,2005,3164488.3,2059684.7,1853963.6,,10959.4,,632030.5,291520.0
210000,辽宁省,2004,2700789.4,1774299.7,1587349.9,,4743.2,,497680.9,296113.0
210000,辽宁省,2003,2256444.1,1443058.6,1293260.5,,6569.1,,443861.0,309107.8
210000,辽宁省,2002,1943994.9,1283469.8,1135498.1,,6659.9,,374196.1,238870.9
210000,辽宁省,2001,1703898.7,1131081.6,967952.8,,5252.9,,294026.2,226176.8
210000,辽宁省,2000,1463314.7,1026656.0,858972.9,,6498.7,,230070.6,179998.2
220000,吉林省,2019,6777422.372525,5572791.930391,,10800.563322,6368.921647,1097142.355168,954264.404112,90318.601997
220000,吉林省,2018,6866494.6319,5640463.3562,,20894.3138,10974.9986,1062666.435,921951.3877,131495.5283
220000,吉林省,2017,6586685.45528,5512733.19585,,23996.87136,3839.52283,943956.643666,816936.083058,102159.221575
220000,吉林省,2016,6439837.0,5403748.0,,17500.0,3644.0,907907.0,786174.0,107038.0
220000,吉林省,2015,5975239.0,5022614.0,,19338.0,2613.0,854352.0,731733.0,76321.0
220000,吉林省,2014,5353180.0,4460292.0,,14983.0,3217.0,824517.0,704935.0,50170.0
220000,吉林省,2013,5480347.1,4623683.5,,34826.5,5859.0,750331.9,620059.5,65646.2
220000,吉林省,2012,,,,,,,,
220000,吉林省,2011,4293876.9,3543183.3,3329165.6,6701.9,2877.7,703764.0,595837.8,37350.0
220000,吉林省,2010,3445611.4,2747076.5,2605372.9,7689.5,4102.8,652270.6,537994.4,34472.0
220000,吉林省,2009,3006988.0,2375058.0,2275202.0,4153.0,4749.0,591920.0,468580.0,31108.0
220000,吉林省,2008,2714194.5,2111975.1,2005780.1,6694.3,4434.9,564681.7,413862.2,26408.5
220000,吉林省,2007,2133094.7,1567665.0,1490651.4,7350.2,15867.0,502889.8,375789.6,39322.7
220000,吉林省,2006,1724212.5,1178825.9,1102150.6,,29382.4,,259947.3,32727.5
220000,吉林省,2005,1742325.2,1126803.3,1037038.4,,41368.0,,276480.1,219564.7
220000,吉林省,2004,1454419.1,985194.0,885564.0,,40669.6,,225707.0,187023.7
220000,吉林省,2003,1329890.6,885322.0,786851.5,,25109.8,,207333.4,197961.7
220000,吉林省,2002,1226407.4,856766.1,757042.8,,32373.1,,176365.5,147021.3
220000,吉林省,2001,1051755.8,748477.2,625730.5,,27941.4,,168592.4,93506.4
220000,吉林省,2000,902941.6,647520.0,523482.0,,25629.1,,140435.6,84405.8
230000,黑龙江省,2019,8115855.641554,6978840.557609,,7173.422643,968.077076,1057584.221346,913657.819954,71289.36288
230000,黑龙江省,2018,7612172.8722,6611324.8298,,9538.3056,1495.4738,943062.6271,813804.7079,46751.6359
230000,黑龙江省,2017,7545431.96265,6576668.69225,,10427.076696,895.366687,921927.779458,804654.039707,35513.047553
230000,黑龙江省,2016,7336607.0,6385696.0,,7521.0,1265.0,903123.0,791455.0,39002.0
230000,黑龙江省,2015,7040039.0,6078141.0,,19563.0,400.0,867588.0,769818.0,74347.0
230000,黑龙江省,2014,6278812.0,5276808.0,,6359.0,1665.0,909800.0,808906.0,84179.0
230000,黑龙江省,2013,6006257.5,5126395.1,,2379.9,1367.6,836690.2,757361.0,39424.7
230000,黑龙江省,2012,,,,,,,,
230000,黑龙江省,2011,4838173.2,3859461.8,3573011.3,2842.6,868.6,941145.6,793588.3,33854.6
230000,黑龙江省,2010,4048565.2,3183149.9,2901742.3,17050.7,2738.8,823011.8,735479.8,22614.0
230000,黑龙江省,2009,3486163.0,2761967.0,2596720.0,8576.0,1285.0,701669.0,598105.0,12666.0
230000,黑龙江省,2008,3386550.7,2649171.2,2476992.7,11413.4,1303.2,703262.3,581224.9,21400.6
230000,黑龙江省,2007,2736589.7,2055103.2,1862015.8,9713.2,2137.7,647487.2,534428.8,22148.4
230000,黑龙江省,2006,2230540.2,1564205.7,1394675.6,,592.3,,401180.3,36491.2
230000,黑龙江省,2005,2342133.4,1508936.6,1288563.6,,4709.6,,433849.9,313680.1
230000,黑龙江省,2004,2118830.8,1370091.6,1136687.0,,5651.8,,408207.9,278783.9
230000,黑龙江省,2003,1882420.1,1227114.3,992137.5,,16040.8,,328270.4,254381.8
230000,黑龙江省,2002,1587805.4,1096737.9,902091.5,,4055.6,,266404.1,187296.0
230000,黑龙江省,2001,1426565.1,1003535.6,764916.1,,5629.4,,209099.7,182768.9
230000,黑龙江省,2000,1175133.0,835947.2,583029.3,,4280.9,,177888.7,135678.6
310000,上海市,2019,14125407.837548,11482218.555604,,8685.761112,9940.044777,2360115.054272,1970919.496045,264448.421783
310000,上海市,2018,13412840.2084,10908087.1823,,10210.6972,12579.4341,2079311.1182,1726780.3469,402651.7766
310000,上海市,2017,12104556.0428,9939601.30139,,8164.256003,11945.789936,1755802.32366,1451796.70086,389042.371885
310000,上海市,2016,11218946.0,9237025.0,,5955.0,8503.0,1565521.0,1255665.0,401941.0
310000,上海市,2015,10131153.0,8264220.0,,5741.0,12403.0,1369331.0,1086521.0,479458.0
310000,上海市,2014,9892212.0,7965263.0,,2322.0,10419.0,1291651.0,1021310.0,622557.0
310000,上海市,2013,9069715.2,7640399.5,,734.8,6396.5,1141498.0,950523.3,280686.4
310000,上海市,2012,,,,,,,,
310000,上海市,2011,7106254.9,5844327.1,4795156.8,5214.6,6330.9,1006085.2,821000.1,244297.1
310000,上海市,2010,5582736.4,4407376.0,3935044.5,7583.1,9541.1,901393.1,736561.7,256843.1
310000,上海市,2009,4937339.0,3825305.0,3395283.0,4592.0,9402.0,824593.0,688345.0,273448.0
310000,上海市,2008,4823025.8,3674054.6,3198434.5,4816.2,12761.7,835426.5,688203.4,295966.8
310000,上海市,2007,4318319.9,3261409.1,2894908.3,3366.0,7882.2,809272.9,608812.3,236389.7
310000,上海市,2006,3707275.4,2649053.9,2270291.6,,4528.7,,461214.0,216469.2
310000,上海市,2005,4229481.5,2750648.1,2351703.3,,21115.4,,728975.7,536710.7
310000,上海市,2004,3832690.6,2285942.5,1992391.3,,53493.6,,632763.4,604429.2
310000,上海市,2003,3070202.2,1925679.2,1690253.6,,49125.3,,502115.4,461716.9
310000,上海市,2002,2739674.4,1740616.5,1528275.5,,56915.5,,395645.9,443922.9
310000,上海市,2001,2320452.2,1533925.9,1306651.7,,39468.2,,328207.2,339547.7
310000,上海市,2000,2008864.6,1436730.3,1223299.8,,31279.9,,253101.5,234287.7
320000,江苏省,2019,31093312.609857,24805723.596167,,85864.562842,87042.607203,5123965.364971,4101335.292469,990716.478674
320000,江苏省,2018,28276374.2845,22542110.5717,,152800.1236,73661.2672,4629785.9802,3681723.3648,878016.3418
320000,江苏省,2017,25960645.1502,20943563.5469,,94763.609435,80289.978621,4165842.03246,3323927.80442,676185.98283
320000,江苏省,2016,24020855.0,19233685.0,,136862.0,92081.0,3828459.0,3054072.0,729767.0
320000,江苏省,2015,22463773.0,18190920.0,,45116.0,64808.0,3556749.0,2761435.0,606180.0
320000,江苏省,2014,20800931.0,16716834.0,,36485.0,109974.0,3297872.0,2606537.0,639766.0
320000,江苏省,2013,19862834.7,15765569.0,,71190.9,123769.6,3168318.4,2444600.8,733986.8
320000,江苏省,2012,,,,,,,,
320000,江苏省,2011,15882131.9,11768473.8,9974983.8,50533.7,179648.6,3149369.9,2437172.1,734105.9
320000,江苏省,2010,13146233.0,9234608.1,8142865.9,14590.9,169548.0,3117809.7,2312624.6,609676.3
320000,江苏省,2009,11054890.0,7402067.0,6548470.0,20570.0,148647.0,2852163.0,1946810.0,631443.0
320000,江苏省,2008,9964272.2,6484817.6,5700220.1,31551.1,147410.4,2650610.3,1701434.3,649882.8
320000,江苏省,2007,8513327.4,5259263.1,4653317.8,28881.0,158561.0,2438438.8,1493058.1,628183.5
320000,江苏省,2006,6845887.5,3948990.9,3430106.4,,154406.5,,962812.3,438245.8
320000,江苏省,2005,6653202.1,3660669.7,3233064.7,,182545.5,,1114971.2,1274939.2
320000,江苏省,2004,5570009.3,3099409.2,2738972.7,,172793.2,,954845.9,1091846.4
320000,江苏省,2003,4653849.6,2607027.0,2271204.8,,229606.0,,798516.7,798270.9
320000,江苏省,2002,4044278.0,2336580.5,2061504.1,,265358.2,,633223.9,665773.8
320000,江苏省,2001,3370588.2,1988589.9,1730964.5,,189364.9,,523547.8,560871.1
320000,江苏省,2000,2905677.2,1821456.7,1458663.5,,161112.9,,407901.1,463693.9
330000,浙江省,2019,27343769.87781,20353657.855359,,300811.15316,78447.790314,5260001.579548,4225141.996018,1350851.499429
330000,浙江省,2018,24009011.7859,17760986.1798,,316494.3275,62526.0568,4526710.9899,3670505.7889,1342294.2319
330000,浙江省,2017,21327866.1836,15959820.7446,,227049.586054,40536.517002,4136979.2271,3317147.84646,963480.1089
330000,浙江省,2016,18908104.0,14235711.0,,145215.0,34872.0,3639753.0,2933513.0,852553.0
330000,浙江省,2015,17568215.0,12922271.0,,180411.0,37607.0,3349178.0,2691791.0,1078748.0
330000,浙江省,2014,16079755.0,12081380.0,,80627.0,51029.0,3135300.0,2436594.0,731420.0
330000,浙江省,2013,14490439.0,10890609.9,,35855.1,56996.7,2780301.1,2273706.9,726676.2
330000,浙江省,2012,,,,,,,,
330000,浙江省,2011,12069077.7,8732600.1,7081451.8,20810.0,154064.7,2591357.4,2080309.1,570245.5
330000,浙江省,2010,10625687.5,7336560.7,5884177.0,33771.8,147052.7,2486977.1,1919051.5,621325.2
330000,浙江省,2009,8911507.0,5947216.0,4998283.0,10892.0,176134.0,2133499.0,1544936.0,643766.0
330000,浙江省,2008,7972833.8,5172415.0,4306161.6,20620.3,177645.5,2035377.9,1456349.8,566775.1
330000,浙江省,2007,7058575.1,4401972.3,3748653.7,16557.4,150085.7,1911895.5,1292083.3,578064.2
330000,浙江省,2006,6315050.7,3611275.4,3034985.2,,129576.8,,802648.7,705696.0
330000,浙江省,2005,5684275.0,3237876.4,2615565.5,,126291.9,,848663.6,999300.0
330000,浙江省,2004,5001700.0,2853665.1,2304294.2,,131551.0,,740998.3,875378.9
330000,浙江省,2003,4115764.3,2320312.0,1875090.9,,138558.4,,587758.1,721426.0
330000,浙江省,2002,3396099.4,1973232.3,1580231.6,,142825.4,,457234.8,580859.8
330000,浙江省,2001,2829570.4,1714621.8,1276846.5,,133237.1,,360262.7,428117.6
330000,浙江省,2000,2200449.9,1279741.1,876538.9,,119491.3,,266123.7,388328.4
340000,安徽省,2019,16375812.407741,13480220.383548,,71893.946798,9982.029771,2547294.662039,2041429.49008,266421.385585
340000,安徽省,2018,15011778.9231,12315191.2076,,95944.6194,21811.9321,2298568.5207,1857266.1458,280262.6432
340000,安徽省,2017,13751567.2221,11400507.4851,,91135.325354,9585.095899,2074927.15792,1690256.45065,175412.157838
340000,安徽省,2016,12357931.0,10304306.0,,57504.0,9871.0,1844677.0,1520679.0,141573.0
340000,安徽省,2015,11578495.0,9572661.0,,71192.0,11457.0,1789174.0,1430594.0,134011.0
340000,安徽省,2014,10457811.0,8629778.0,,36362.0,8305.0,1690402.0,1370843.0,92965.0
340000,安徽省,2013,10413042.6,8594588.7,,46869.6,14120.7,1638948.9,1276090.2,118514.7
340000,安徽省,2012,,,,,,,,
340000,安徽省,2011,8172010.2,6461026.9,5903475.4,57899.6,20122.3,1456866.5,1132575.6,176094.9
340000,安徽省,2010,5990867.5,4488332.4,4172045.6,63061.4,21938.2,1305908.1,995547.4,111627.4
340000,安徽省,2009,4873316.0,3596935.0,3387147.0,48279.0,22546.0,1101215.0,833179.0,104342.0
340000,安徽省,2008,4383731.6,3175812.9,2982954.3,59818.5,24493.3,1039294.4,769030.0,84312.5
340000,安徽省,2007,3451325.5,2441217.9,2287926.0,26855.9,19952.8,870219.4,628532.0,93079.5
340000,安徽省,2006,2775700.0,1763966.3,1633595.4,,27592.4,,595897.6,83714.1
340000,安徽省,2005,2524901.0,1575071.4,1471848.5,,22853.1,,569144.5,289241.0
340000,安徽省,2004,2216290.6,1386903.9,1310319.1,,22595.8,,486145.1,268132.8
340000,安徽省,2003,1834929.8,1150903.7,1081197.5,,24176.3,,405068.6,209482.3
340000,安徽省,2002,1640472.5,1061197.5,997076.1,,21756.7,,338581.8,190596.6
340000,安徽省,2001,1342105.4,874985.3,805656.7,,18280.0,,284845.8,147497.9
340000,安徽省,2000,1129954.0,722775.1,647207.7,,19394.7,,244801.8,129790.4
350000,福建省,2019,13429130.627193,10758496.619442,,54173.080271,35208.317522,2284509.760725,1884844.829544,296742.849233
350000,福建省,2018,12547951.2457,10105436.2213,,64989.7027,59246.9281,2046822.2978,1687074.3259,271456.0957
350000,福建省,2017,11390975.0243,9115032.42739,,79321.142901,33937.379916,1874637.46942,1544049.46837,288046.604721
350000,福建省,2016,10473975.0,8403251.0,,53413.0,55910.0,1710075.0,1409245.0,251325.0
350000,福建省,2015,10028329.0,8100240.0,,88059.0,32803.0,1605187.0,1299294.0,202040.0
350000,福建省,2014,8928771.0,7151769.0,,91201.0,39182.0,1527747.0,1211600.0,118872.0
350000,福建省,2013,8228011.5,6514205.9,,78321.0,46842.5,1431101.8,1088792.5,157540.3
350000,福建省,2012,,,,,,,,
350000,福建省,2011,6344838.8,4856150.3,4256931.8,80851.3,37395.1,1286252.6,983115.1,84189.5
350000,福建省,2010,5341118.1,3913350.2,3603658.3,100519.9,36972.7,1189237.1,903344.9,101038.2
350000,福建省,2009,4479126.0,3255728.0,3014545.0,85542.0,30471.0,1007403.0,734334.0,99983.0
350000,福建省,2008,3898540.9,2763596.9,2558583.9,51116.8,35438.9,956422.3,675808.8,91966.0
350000,福建省,2007,3322232.5,2217200.8,2054017.4,84036.6,26495.1,908021.7,640197.5,86478.3
350000,福建省,2006,2771265.5,1799974.0,1668108.5,,31948.9,,382079.3,77925.0
350000,福建省,2005,2505241.2,1541166.8,1442703.1,,34216.9,,433926.6,284906.4
350000,福建省,2004,2224559.2,1391027.1,1296799.6,,33020.1,,379481.7,204239.5
350000,福建省,2003,1965773.3,1241810.9,1164045.4,,37900.5,,302450.9,207321.3
350000,福建省,2002,1779257.0,1149599.7,1041590.5,,57028.5,,249930.5,208700.6
350000,福建省,2001,1451135.5,984196.0,889224.7,,47157.2,,205212.3,169600.8
350000,福建省,2000,1225753.9,842125.0,744465.9,,44261.6,,161235.8,142719.1
360000,江西省,2019,14535470.295782,12100058.349027,,41780.754109,16023.6165,2212939.478107,1722182.439612,164668.098039
360000,江西省,2018,13152969.4349,11020286.3891,,64228.8568,9789.4708,1924377.1869,1542996.0265,134287.5313
360000,江西省,2017,11717848.5845,9854976.84829,,19984.368939,12738.007475,1733161.0526,1419211.8679,96988.30728
360000,江西省,2016,10468837.0,8816174.0,,43813.0,13337.0,1523413.0,1267594.0,72100.0
360000,江西省,2015,9732898.0,8146382.0,,28726.0,14324.0,1486283.0,1201411.0,57183.0
360000,江西省,2014,8930127.0,7394986.0,,35229.0,9317.0,1416733.0,1113033.0,73862.0
360000,江西省,2013,8284995.9,6932770.4,,26897.0,9377.8,1214374.3,953005.7,101576.4
360000,江西省,2012,,,,,,,,
360000,江西省,2011,6307865.9,5036881.7,4718264.2,89662.2,19065.9,1056872.9,878232.9,105383.2
360000,江西省,2010,4494596.7,3175331.2,2984350.3,65599.7,20595.2,1070546.7,878067.3,162523.9
360000,江西省,2009,3776516.0,2706434.0,2589592.0,14660.0,13475.0,919367.0,747262.0,122580.0
360000,江西省,2008,3333171.2,2217897.2,2129145.5,14119.2,11370.0,947035.5,759221.2,142749.3
360000,江西省,2007,2850048.4,1857367.1,1776743.1,23336.6,16783.0,869447.2,695896.7,83114.5
360000,江西省,2006,2213618.4,1179109.4,1115592.3,,11887.3,,524779.3,58159.0
360000,江西省,2005,1889654.3,979639.2,922478.9,,7658.8,,444571.5,248018.2
360000,江西省,2004,1566029.1,831076.3,781880.7,,5281.9,,365917.9,214407.9
360000,江西省,2003,1349864.8,733139.5,685835.7,,8947.5,,313908.0,193848.7
360000,江西省,2002,1169816.0,684152.4,635353.0,,10932.3,,247321.8,168343.0
360000,江西省,2001,987384.8,613926.4,527729.9,,12163.3,,187332.1,134369.3
360000,江西省,2000,752776.6,486698.3,409413.8,,8524.4,,145851.8,103661.4
